year,team,conference,wins,losses,bowl_game,average_attendance,total_revenue,total_expense
2023,Kent State,Mid-American,1.0,11.0,False,23288.454545454544,30439500.0,33740307.0
2005,Kentucky,SEC,3.0,8.0,False,5410.818181818182,54536426.0,52462483.0
2006,Kentucky,SEC,8.0,5.0,True,64046.66666666666,57015319.0,57551345.0
2007,Kentucky,SEC,8.0,5.0,True,69445.16666666667,61106515.0,61075726.0
2008,Kentucky,SEC,7.0,6.0,True,71168.08333333333,71727243.0,71079982.0
2009,Kentucky,SEC,7.0,6.0,True,0.0,72057754.0,68628681.0
2010,Kentucky,SEC,6.0,7.0,True,0.0,79700856.0,79002986.0
2011,Kentucky,SEC,5.0,7.0,False,0.0,84878311.0,82840006.0
2012,Kentucky,SEC,2.0,10.0,False,58931.083333333336,88373452.0,84929819.0
2013,Kentucky,SEC,2.0,10.0,False,60556.25,95720724.0,93423628.0
2014,Kentucky,SEC,5.0,7.0,False,67707.83333333333,96685489.0,94612431.0
2015,Kentucky,SEC,5.0,7.0,False,57781.16666666666,116494690.0,115159039.0
2016,Kentucky,SEC,7.0,6.0,True,64043.833333333336,132180246.0,129873437.0
2017,Kentucky,SEC,7.0,6.0,True,56632.083333333336,130706744.0,128829711.0
2018,Kentucky,SEC,9.0,4.0,True,63745.25,134154614.0,133264315.0
2019,Kentucky,SEC,8.0,5.0,True,56370.083333333336,150435842.0,150265800.0
2020,Kentucky,SEC,5.0,6.0,True,14562.4,146150480.0,145957959.0
2021,Kentucky,SEC,10.0,3.0,True,57892.75,121477527.0,120938509.0
2022,Kentucky,SEC,7.0,6.0,True,66674.58333333333,159079024.0,158840674.0
2023,Kentucky,SEC,7.0,6.0,True,61244.91666666666,174485651.0,174280835.0
2005,LSU,SEC,11.0,2.0,True,7617.833333333333,60937676.0,55857396.0
2006,LSU,SEC,11.0,2.0,True,89835.58333333333,67430786.0,65215990.0
2007,LSU,SEC,12.0,2.0,True,81169.61538461539,76270050.0,73232219.0
2008,LSU,SEC,9.0,5.0,True,88224.92307692308,85018205.0,81150829.0
2009,LSU,SEC,9.0,4.0,True,0.0,100878633.0,94451691.0
2010,LSU,SEC,11.0,2.0,True,0.0,111030795.0,102326769.0
2011,LSU,SEC,13.0,1.0,True,0.0,107259352.0,91796925.0
2012,LSU,SEC,10.0,3.0,True,89758.0,114787786.0,101989116.0
2013,LSU,SEC,10.0,3.0,True,86060.58333333333,117457398.0,105312018.0
2014,LSU,SEC,8.0,5.0,True,86231.91666666667,133679256.0,122945710.0
2015,LSU,SEC,9.0,3.0,True,83840.18181818182,138642237.0,126632377.0
2016,LSU,SEC,8.0,4.0,True,95637.18181818182,141651460.0,123952910.0
2017,LSU,SEC,9.0,4.0,True,88039.91666666667,147744233.0,139139017.0
2018,LSU,SEC,10.0,3.0,True,93106.66666666669,145422796.0,145351316.0
2019,LSU,SEC,15.0,0.0,True,86596.38461538461,157787782.0,157925522.0
2020,LSU,SEC,5.0,5.0,False,17345.3,160433475.0,164026005.0
2021,LSU,SEC,6.0,7.0,True,84030.33333333333,121893544.0,131855613.0
2022,LSU,SEC,10.0,4.0,True,91748.76923076923,199309382.0,197365660.0
2023,LSU,SEC,10.0,3.0,True,88342.08333333333,200476979.0,204351239.0
2005,Louisiana,Sun Belt,6.0,5.0,False,1576.4545454545455,7622387.0,8157543.0
2006,Louisiana,Sun Belt,6.0,6.0,False,25763.416666666668,8473475.0,8186934.0
2007,Louisiana,Sun Belt,3.0,9.0,False,30015.33333333333,12935753.0,9967042.0
2008,Louisiana,Sun Belt,6.0,6.0,False,26428.33333333333,11499015.0,11026554.0
2009,Louisiana,Sun Belt,6.0,6.0,False,0.0,12122861.0,11940719.0
2010,Louisiana,Sun Belt,3.0,9.0,False,0.0,12280070.0,12357621.0
2011,Louisiana,Sun Belt,9.0,4.0,True,0.0,13556901.0,13946204.0
2012,Louisiana,Sun Belt,9.0,4.0,True,28874.58333333333,17440897.0,17532577.0
2013,Louisiana,Sun Belt,9.0,4.0,True,28586.416666666668,18114361.0,18652324.0
2014,Louisiana,Sun Belt,9.0,4.0,True,25793.25,21297114.0,21542643.0
2015,Louisiana,Sun Belt,4.0,8.0,False,21642.5,23460508.0,23034683.0
2016,Louisiana,Sun Belt,6.0,7.0,True,22784.08333333333,25599442.0,25668326.0
2017,Louisiana,Sun Belt,5.0,7.0,False,26569.666666666668,28326919.0,27408419.0
2018,Louisiana,Sun Belt,7.0,7.0,True,28552.615384615383,32510606.0,32428520.0
2019,Louisiana,Sun Belt,11.0,3.0,True,17957.923076923078,32544966.0,37104736.0
2020,Louisiana,Sun Belt,10.0,1.0,True,5087.8,30207252.0,36187952.0
2021,Louisiana,Sun Belt,13.0,1.0,True,25407.153846153848,33267333.0,34129724.0
2022,Louisiana,Sun Belt,6.0,7.0,True,21216.3,33021554.0,38364254.0
2023,Louisiana,Sun Belt,6.0,7.0,True,20488.916666666668,33251487.0,41419975.0
2005,Louisiana Tech,Western Athletic,7.0,4.0,False,0.0,11009487.0,10996389.0
2006,Louisiana Tech,Western Athletic,3.0,10.0,False,31376.53846153846,11723290.0,12055688.0
2007,Louisiana Tech,Western Athletic,5.0,7.0,False,29563.166666666668,13135151.0,13186880.0
2008,Louisiana Tech,Western Athletic,8.0,5.0,True,22067.83333333333,14656982.0,14631914.0
2009,Louisiana Tech,Western Athletic,4.0,8.0,False,0.0,16020893.0,15966998.0
2010,Louisiana Tech,Western Athletic,5.0,7.0,False,0.0,16587540.0,16481887.0
2011,Louisiana Tech,Western Athletic,8.0,5.0,True,0.0,17146559.0,17135283.0
2012,Louisiana Tech,Western Athletic,9.0,3.0,False,26198.416666666668,18734197.0,18687576.0
2013,Louisiana Tech,Conference USA,4.0,8.0,False,25267.33333333333,18570493.0,18444386.0
2014,Louisiana Tech,Conference USA,9.0,5.0,True,30155.384615384617,19277701.0,19239017.0
2015,Louisiana Tech,Conference USA,9.0,4.0,True,25478.5,22209912.0,21849418.0
2016,Louisiana Tech,Conference USA,9.0,5.0,True,26169.46153846154,23388735.0,23102396.0
2017,Louisiana Tech,Conference USA,7.0,6.0,True,24536.83333333333,24722695.0,23828481.0
2018,Louisiana Tech,Conference USA,8.0,5.0,True,28863.5,23672886.0,23933980.0
2019,Louisiana Tech,Conference USA,10.0,3.0,True,25622.33333333333,24948474.0,24910914.0
2020,Louisiana Tech,Conference USA,5.0,5.0,True,6403.875,23317307.0,23586495.0
2021,Louisiana Tech,Conference USA,3.0,9.0,False,21128.08333333333,22727889.0,23133588.0
2022,Louisiana Tech,Conference USA,3.0,9.0,False,23660.416666666668,28693958.0,28294724.0
2023,Louisiana Tech,Conference USA,3.0,9.0,False,21998.666666666668,26818378.0,30741026.0
2005,Louisville,Big East,9.0,3.0,True,0.0,41183859.0,38629661.0
2006,Louisville,Big East,12.0,1.0,True,38771.5,52020246.0,48807290.0
2007,Louisville,Big East,6.0,6.0,False,43151.91666666666,58819120.0,55731701.0
2008,Louisville,Big East,5.0,7.0,False,39750.75,56540896.0,55145760.0
2009,Louisville,Big East,4.0,8.0,False,0.0,62516648.0,58931534.0
2010,Louisville,Big East,7.0,6.0,True,0.0,63487395.0,61257743.0
2011,Louisville,Big East,7.0,6.0,True,0.0,87736323.0,81837054.0
2012,Louisville,Big East,11.0,2.0,True,43440.833333333336,87840501.0,84133793.0
2013,Louisville,American Athletic,12.0,1.0,True,46294.41666666666,96193330.0,92383221.0
2014,Louisville,ACC,9.0,4.0,True,49741.66666666666,88745348.0,88174474.0
2015,Louisville,ACC,8.0,5.0,True,52127.91666666666,104325207.0,101624437.0
2016,Louisville,ACC,9.0,4.0,True,44641.0,112146504.0,109393330.0
2017,Louisville,ACC,8.0,5.0,True,48000.083333333336,120445303.0,118383769.0
2018,Louisville,ACC,2.0,10.0,False,49708.083333333336,134155908.0,132708762.0
2019,Louisville,ACC,8.0,5.0,True,45720.0,139955824.0,151167940.0
2020,Louisville,ACC,4.0,7.0,False,8272.545454545454,140867112.0,138830169.0
2021,Louisville,ACC,6.0,7.0,True,40010.583333333336,101110217.0,109320333.0
2022,Louisville,ACC,8.0,5.0,True,45591.75,146225965.0,139978927.0
2023,Louisville,ACC,10.0,4.0,True,51753.63636363636,142806809.0,140216963.0
2005,Marshall,Conference USA,4.0,7.0,False,2282.0,16323459.0,16516504.0
2006,Marshall,Conference USA,5.0,7.0,False,36534.583333333336,20147413.0,19691376.0
2007,Marshall,Conference USA,3.0,9.0,False,30653.75,21000942.0,20975251.0
2008,Marshall,Conference USA,4.0,8.0,False,32819.583333333336,23103224.0,23575610.0
2009,Marshall,Conference USA,7.0,6.0,True,0.0,22043516.0,24701638.0
2010,Marshall,Conference USA,5.0,7.0,False,0.0,23067735.0,25678598.0
2011,Marshall,Conference USA,7.0,6.0,True,0.0,27444906.0,26146967.0
2012,Marshall,Conference USA,5.0,7.0,False,29214.416666666668,29203535.0,26816730.0
2013,Marshall,Conference USA,10.0,4.0,True,25504.07692307692,27587274.0,28337108.0
2014,Marshall,Conference USA,13.0,1.0,True,20824.07692307692,28707091.0,29441144.0
2015,Marshall,Conference USA,10.0,3.0,True,22293.416666666668,27069138.0,27397209.0
2016,Marshall,Conference USA,3.0,9.0,False,25261.5,30164189.0,28910839.0
2017,Marshall,Conference USA,8.0,5.0,True,23636.416666666668,29287471.0,30342248.0
2018,Marshall,Conference USA,9.0,4.0,True,22308.83333333333,30612153.0,31820355.0
2019,Marshall,Conference USA,8.0,5.0,True,21029.33333333333,32905904.0,32936226.0
2020,Marshall,Conference USA,7.0,3.0,True,10034.333333333334,32399083.0,32745309.0
2021,Marshall,Conference USA,7.0,6.0,True,21075.5,30400563.0,30372584.0
2022,Marshall,Sun Belt,9.0,4.0,True,26498.58333333333,39338519.0,39350986.0
2023,Marshall,Sun Belt,6.0,7.0,True,27618.272727272728,40811277.0,45062854.0
2005,Maryland,ACC,5.0,6.0,False,0.0,46508648.0,46508648.0
2006,Maryland,ACC,9.0,4.0,True,53401.5,53643387.0,49524563.0
2007,Maryland,ACC,6.0,7.0,True,48884.75,57707218.0,55001995.0
2008,Maryland,ACC,8.0,5.0,True,49959.083333333336,59624100.0,56844987.0
2009,Maryland,ACC,2.0,10.0,False,0.0,62949159.0,62901837.0
2010,Maryland,ACC,9.0,4.0,True,0.0,54661992.0,54661992.0
2011,Maryland,ACC,2.0,10.0,False,0.0,61634829.0,61632000.0
2012,Maryland,ACC,4.0,8.0,False,41398.66666666666,68142660.0,68109639.0
2013,Maryland,ACC,7.0,6.0,True,44857.25,63714470.0,63367929.0
2014,Maryland,Big Ten,7.0,6.0,True,56803.75,73434869.0,72952894.0
2015,Maryland,Big Ten,3.0,9.0,False,55029.25,92686128.0,92558535.0
2016,Maryland,Big Ten,6.0,7.0,True,53114.16666666666,94101697.0,94101697.0
2017,Maryland,Big Ten,4.0,8.0,False,55016.0,94881357.0,94796897.0
2018,Maryland,Big Ten,5.0,7.0,False,48152.66666666666,98294571.0,97819892.0
2019,Maryland,Big Ten,3.0,9.0,False,44755.41666666666,108796303.0,108785924.0
2020,Maryland,Big Ten,2.0,3.0,False,615.75,92286469.0,92231361.0
2021,Maryland,Big Ten,7.0,6.0,True,46175.16666666666,60901167.0,81831650.0
2022,Maryland,Big Ten,8.0,5.0,True,47532.25,107526374.0,114385462.0
2023,Maryland,Big Ten,8.0,5.0,True,51219.63636363636,121183392.0,121160348.0
2005,Massachusetts,Atlantic 10,6.0,4.0,False,34055.0,19344591.0,18502005.0
2006,Massachusetts,Atlantic 10,12.0,1.0,False,30117.0,19881690.0,20002569.0
2007,Massachusetts,CAA,10.0,3.0,False,44117.0,21153861.0,21362070.0
2008,Massachusetts,CAA,7.0,5.0,False,53190.0,25220638.0,24703893.0
2009,Massachusetts,CAA,5.0,6.0,False,0.0,25248473.0,24609058.0
2010,Massachusetts,CAA,6.0,5.0,False,0.0,25157972.0,25229901.0
2011,Massachusetts,CAA,5.0,6.0,False,0.0,27248277.0,26963095.0
2012,Massachusetts,Mid-American,1.0,11.0,False,23530.83333333333,29762217.0,29465734.0
2013,Massachusetts,Mid-American,1.0,11.0,False,22339.75,30060635.0,30731842.0
2014,Massachusetts,Mid-American,3.0,9.0,False,22744.75,33875918.0,33475242.0
2015,Massachusetts,Mid-American,3.0,9.0,False,17495.0,36512437.0,36897375.0
2016,Massachusetts,FBS Independents,2.0,10.0,False,30368.166666666668,42350911.0,42792280.0
2017,Massachusetts,FBS Independents,4.0,8.0,False,26540.33333333333,48054005.0,47535791.0
2018,Massachusetts,FBS Independents,4.0,8.0,False,21511.83333333333,48081784.0,46438521.0
2019,Massachusetts,FBS Independents,1.0,11.0,False,17313.0,49461013.0,48445234.0
2020,Massachusetts,FBS Independents,0.0,4.0,False,5592.75,49384129.0,48879608.0
2021,Massachusetts,FBS Independents,1.0,11.0,False,17453.916666666668,42803582.0,42278738.0
2022,Massachusetts,FBS Independents,1.0,11.0,False,21147.090909090908,53639818.0,52853964.0
2023,Massachusetts,FBS Independents,3.0,9.0,False,27928.33333333333,58440119.0,57649039.0
2005,Memphis,Conference USA,7.0,5.0,True,2797.454545454545,24289381.0,24289381.0
2006,Memphis,Conference USA,2.0,10.0,False,31729.666666666668,27155528.0,27155528.0
2007,Memphis,Conference USA,7.0,6.0,True,24658.416666666668,29335795.0,29335795.0
2008,Memphis,Conference USA,6.0,7.0,True,28153.416666666668,34379023.0,34379023.0
2009,Memphis,Conference USA,2.0,10.0,False,0.0,35861454.0,35861454.0
2010,Memphis,Conference USA,1.0,11.0,False,0.0,39520842.0,39520842.0
2011,Memphis,Conference USA,2.0,10.0,False,0.0,40384265.0,40307245.0
2012,Memphis,Conference USA,4.0,8.0,False,24554.416666666668,46783503.0,46786144.0
2013,Memphis,American Athletic,3.0,9.0,False,28182.75,46346285.0,46501314.0
2014,Memphis,American Athletic,10.0,3.0,True,36162.083333333336,50278503.0,50266862.0
2015,Memphis,American Athletic,9.0,4.0,True,36534.66666666666,43430404.0,43287138.0
2016,Memphis,American Athletic,8.0,5.0,True,36210.333333333336,50027341.0,50115251.0
2017,Memphis,American Athletic,10.0,3.0,True,31268.25,48716830.0,48443158.0
2018,Memphis,American Athletic,8.0,6.0,True,30973.384615384617,55409530.0,55462505.0
2019,Memphis,American Athletic,12.0,2.0,True,30995.92307692308,55815109.0,55494325.0
2020,Memphis,American Athletic,8.0,3.0,True,7241.0,61241433.0,61254516.0
2021,Memphis,American Athletic,6.0,6.0,False,29397.916666666668,47433629.0,47141329.0
2022,Memphis,American Athletic,7.0,6.0,True,29010.0,62174875.0,62174875.0
2023,Memphis,American Athletic,10.0,3.0,True,25046.416666666668,64332894.0,64332894.0
2005,Miami (OH),Mid-American,7.0,4.0,False,0.0,20558288.0,20055568.0
2006,Miami (OH),Mid-American,2.0,10.0,False,19197.58333333333,20891454.0,21213766.0
2007,Miami (OH),Mid-American,6.0,7.0,False,21580.69230769231,23062244.0,23354626.0
2008,Miami (OH),Mid-American,2.0,10.0,False,24344.0,23307295.0,23320946.0
2009,Miami (OH),Mid-American,1.0,11.0,False,0.0,24314451.0,24818228.0
2010,Miami (OH),Mid-American,10.0,4.0,True,0.0,25996018.0,25604474.0
2011,Miami (OH),Mid-American,4.0,8.0,False,0.0,26745727.0,26975567.0
2012,Miami (OH),Mid-American,4.0,8.0,False,24275.08333333333,28121483.0,27832911.0
2013,Miami (OH),Mid-American,0.0,12.0,False,22271.83333333333,28705691.0,28926951.0
2014,Miami (OH),Mid-American,2.0,10.0,False,24012.666666666668,29393128.0,28712466.0
2015,Miami (OH),Mid-American,3.0,9.0,False,21211.25,33119460.0,32756388.0
2016,Miami (OH),Mid-American,6.0,7.0,True,22358.5,33661856.0,33285723.0
2017,Miami (OH),Mid-American,5.0,7.0,False,21662.58333333333,37766348.0,36097843.0
2018,Miami (OH),Mid-American,6.0,6.0,False,18506.08333333333,36772588.0,37127174.0
2019,Miami (OH),Mid-American,8.0,6.0,True,29020.23076923077,39644248.0,38650630.0
2020,Miami (OH),Mid-American,2.0,1.0,False,0.0,38814769.0,37814569.0
2021,Miami (OH),Mid-American,7.0,6.0,True,18297.5,31355429.0,30036336.0
2022,Miami (OH),Mid-American,6.0,7.0,True,19478.0,38076046.0,37880709.0
2023,Miami (OH),Mid-American,11.0,3.0,True,18857.153846153848,39117628.0,39100493.0
2005,Michigan,Big Ten,7.0,5.0,True,20166.272727272728,78424186.0,61387144.0
2006,Michigan,Big Ten,11.0,2.0,True,96651.5,85452441.0,67909246.0
2007,Michigan,Big Ten,9.0,4.0,True,95429.83333333331,89079982.0,74925433.0
2008,Michigan,Big Ten,3.0,9.0,False,97545.66666666669,99027105.0,85496004.0
2009,Michigan,Big Ten,5.0,7.0,False,0.0,95193030.0,84542142.0
2010,Michigan,Big Ten,7.0,6.0,True,0.0,106874031.0,89133850.0
2011,Michigan,Big Ten,11.0,2.0,True,0.0,122739052.0,111844553.0
2012,Michigan,Big Ten,8.0,5.0,True,94640.33333333331,140131187.0,115200187.0
2013,Michigan,Big Ten,7.0,6.0,True,93423.0,143514125.0,131018311.0
2014,Michigan,Big Ten,5.0,7.0,False,91321.33333333331,157899820.0,142551994.0
2015,Michigan,Big Ten,10.0,3.0,True,89873.75,152477026.0,152555619.0
2016,Michigan,Big Ten,10.0,3.0,True,99455.41666666669,163850616.0,159096632.0
2017,Michigan,Big Ten,8.0,5.0,True,91222.58333333331,185173187.0,179459864.0
2018,Michigan,Big Ten,10.0,3.0,True,93884.41666666669,195769104.0,192456967.0
2019,Michigan,Big Ten,9.0,4.0,True,91064.66666666669,197820410.0,196616430.0
2020,Michigan,Big Ten,2.0,4.0,False,473.8333333333333,192403168.0,188523758.0
2021,Michigan,Big Ten,12.0,2.0,True,93309.46153846152,101236069.0,150618278.0
2022,Michigan,Big Ten,13.0,1.0,True,94387.46153846152,210652287.0,195084818.0
2023,Michigan,Big Ten,15.0,0.0,True,93196.92307692308,229561279.0,228603154.0
2005,Michigan State,Big Ten,5.0,6.0,False,6733.0,62170147.0,58340854.0
2006,Michigan State,Big Ten,4.0,8.0,False,57783.25,68397132.0,70218402.0
2007,Michigan State,Big Ten,7.0,6.0,True,74020.0,76953708.0,73696382.0
2008,Michigan State,Big Ten,9.0,4.0,True,72609.25,81390686.0,83444368.0
2009,Michigan State,Big Ten,6.0,7.0,True,0.0,79344333.0,81404459.0
2010,Michigan State,Big Ten,11.0,2.0,True,0.0,83545892.0,78162447.0
2011,Michigan State,Big Ten,11.0,3.0,True,0.0,84510199.0,84004229.0
2012,Michigan State,Big Ten,7.0,6.0,True,70611.83333333333,93946707.0,88100432.0
2013,Michigan State,Big Ten,13.0,1.0,True,69145.84615384616,97942726.0,93743529.0
2014,Michigan State,Big Ten,11.0,2.0,True,68215.41666666667,104677456.0,107422832.0
2015,Michigan State,Big Ten,12.0,2.0,True,75513.84615384616,108687274.0,108283151.0
2016,Michigan State,Big Ten,3.0,9.0,False,69435.75,123034495.0,121892394.0
2017,Michigan State,Big Ten,10.0,3.0,True,70731.0,126021377.0,117506272.0
2018,Michigan State,Big Ten,7.0,6.0,True,69528.75,145640289.0,137416056.0
2019,Michigan State,Big Ten,7.0,6.0,True,69687.41666666667,140010865.0,135655740.0
2020,Michigan State,Big Ten,2.0,5.0,False,554.4,130636629.0,148453353.0
2021,Michigan State,Big Ten,11.0,2.0,True,62731.41666666666,89529295.0,104951574.0
2022,Michigan State,Big Ten,5.0,7.0,False,71198.41666666667,172799513.0,156449795.0
2023,Michigan State,Big Ten,4.0,8.0,False,64525.0,170654025.0,181850581.0
2005,Middle Tennessee,Sun Belt,4.0,7.0,False,0.0,,
2006,Middle Tennessee,Sun Belt,7.0,6.0,True,31085.08333333333,,
2007,Middle Tennessee,Sun Belt,5.0,7.0,False,26174.08333333333,,
2008,Middle Tennessee,Sun Belt,5.0,7.0,False,26216.0,,
2009,Middle Tennessee,Sun Belt,10.0,3.0,True,0.0,,
2010,Middle Tennessee,Sun Belt,6.0,7.0,True,0.0,,
2011,Middle Tennessee,Sun Belt,2.0,10.0,False,0.0,,
2012,Middle Tennessee,Sun Belt,8.0,4.0,False,24089.416666666668,,
2013,Middle Tennessee,Conference USA,8.0,5.0,True,24729.08333333333,,
2014,Middle Tennessee,Conference USA,6.0,6.0,False,24062.58333333333,,
2015,Middle Tennessee,Conference USA,7.0,6.0,True,25912.166666666668,,
2016,Middle Tennessee,Conference USA,8.0,5.0,True,21090.58333333333,,
2017,Middle Tennessee,Conference USA,7.0,6.0,True,19078.916666666668,,
2018,Middle Tennessee,Conference USA,8.0,6.0,True,25422.07692307692,,
2019,Middle Tennessee,Conference USA,4.0,8.0,False,25808.5,,
2020,Middle Tennessee,Conference USA,3.0,6.0,False,6152.0,,
2021,Middle Tennessee,Conference USA,7.0,6.0,True,16958.0,,
2022,Middle Tennessee,Conference USA,8.0,5.0,True,19394.33333333333,,
2023,Middle Tennessee,Conference USA,4.0,8.0,False,24859.0,,
2005,Minnesota,Big Ten,7.0,5.0,True,12478.181818181818,53276842.0,53872091.0
2006,Minnesota,Big Ten,6.0,7.0,True,52539.41666666666,58527047.0,57031263.0
2007,Minnesota,Big Ten,1.0,11.0,False,49823.16666666666,58787777.0,64828596.0
2008,Minnesota,Big Ten,7.0,6.0,True,55781.41666666666,68951692.0,63968805.0
2009,Minnesota,Big Ten,6.0,7.0,True,0.0,70322993.0,70322993.0
2010,Minnesota,Big Ten,3.0,9.0,False,0.0,78706900.0,78706900.0
2011,Minnesota,Big Ten,3.0,9.0,False,0.0,78924683.0,78924683.0
2012,Minnesota,Big Ten,6.0,7.0,True,52156.91666666666,83619526.0,83619526.0
2013,Minnesota,Big Ten,8.0,5.0,True,51225.66666666666,98286669.0,96427632.0
2014,Minnesota,Big Ten,8.0,5.0,True,54463.333333333336,106176156.0,106176156.0
2015,Minnesota,Big Ten,6.0,7.0,True,53455.66666666666,111162265.0,111162265.0
2016,Minnesota,Big Ten,9.0,4.0,True,54271.333333333336,113506279.0,110673824.0
2017,Minnesota,Big Ten,5.0,7.0,False,49599.41666666666,116376862.0,114201678.0
2018,Minnesota,Big Ten,7.0,6.0,True,50062.0,124847642.0,115090006.0
2019,Minnesota,Big Ten,11.0,2.0,True,44411.833333333336,130456454.0,129450256.0
2020,Minnesota,Big Ten,3.0,4.0,False,402.2857142857143,119280297.0,124818508.0
2021,Minnesota,Big Ten,9.0,4.0,True,46421.5,85512708.0,103821135.0
2022,Minnesota,Big Ten,9.0,4.0,True,58935.41666666666,135198272.0,130285463.0
2023,Minnesota,Big Ten,6.0,7.0,True,53065.5,148707736.0,146982927.0
2005,Mississippi State,SEC,3.0,8.0,False,3740.272727272728,25502594.0,25273465.0
2006,Mississippi State,SEC,3.0,9.0,False,51888.25,25838681.0,25796264.0
2007,Mississippi State,SEC,8.0,5.0,True,49176.16666666666,27549532.0,27542758.0
2008,Mississippi State,SEC,4.0,8.0,False,53953.0,30440090.0,30432972.0
2009,Mississippi State,SEC,5.0,7.0,False,0.0,36772199.0,36703582.0
2010,Mississippi State,SEC,9.0,4.0,True,0.0,38127591.0,36265186.0
2011,Mississippi State,SEC,7.0,6.0,True,0.0,58981769.0,51588743.0
2012,Mississippi State,SEC,8.0,5.0,True,60297.0,69828880.0,67926160.0
2013,Mississippi State,SEC,7.0,6.0,True,60614.333333333336,62764025.0,57362224.0
2014,Mississippi State,SEC,10.0,3.0,True,66492.66666666667,62275111.0,54388802.0
2015,Mississippi State,SEC,9.0,4.0,True,65987.58333333333,75400407.0,69493395.0
2016,Mississippi State,SEC,6.0,7.0,True,61945.41666666666,94903405.0,87641937.0
2017,Mississippi State,SEC,9.0,4.0,True,64560.91666666666,100062237.0,88138943.0
2018,Mississippi State,SEC,8.0,5.0,True,64662.0,103858865.0,93573141.0
2019,Mississippi State,SEC,6.0,7.0,True,61913.0,112273809.0,104198109.0
2020,Mississippi State,SEC,4.0,7.0,True,15361.8,109973682.0,108174698.0
2021,Mississippi State,SEC,7.0,6.0,True,54682.833333333336,112890415.0,96298830.0
2022,Mississippi State,SEC,9.0,4.0,True,62130.25,110653367.0,108477381.0
2023,Mississippi State,SEC,5.0,7.0,False,65718.90909090909,115664788.0,126239126.0
2005,Missouri,Big 12,7.0,5.0,True,0.0,46812603.0,46351896.0
2006,Missouri,Big 12,8.0,5.0,True,55353.66666666666,50495448.0,56057181.0
2007,Missouri,Big 12,12.0,2.0,True,61745.69230769231,56406107.0,57211839.0
2008,Missouri,Big 12,10.0,4.0,True,66815.23076923077,55566932.0,51779677.0
2009,Missouri,Big 12,8.0,5.0,True,0.0,63133447.0,58604216.0
2010,Missouri,Big 12,10.0,3.0,True,0.0,61052303.0,61766109.0
2011,Missouri,Big 12,8.0,5.0,True,0.0,64146530.0,64160358.0
2012,Missouri,SEC,5.0,7.0,False,71332.83333333333,50719665.0,66980889.0
2013,Missouri,SEC,12.0,2.0,True,62723.0,76306889.0,70276015.0
2014,Missouri,SEC,11.0,3.0,True,69516.07692307692,83718587.0,80230179.0
2015,Missouri,SEC,5.0,7.0,False,59755.41666666666,91217778.0,86859158.0
2016,Missouri,SEC,4.0,8.0,False,65958.41666666667,97275839.0,94323693.0
2017,Missouri,SEC,7.0,6.0,True,51596.0,97848195.0,102409131.0
2018,Missouri,SEC,9.0,4.0,True,62651.583333333336,107351581.0,109158522.0
2019,Missouri,SEC,6.0,6.0,False,50350.75,106610244.0,108398447.0
2020,Missouri,SEC,5.0,5.0,False,12530.9,110189122.0,119082669.0
2021,Missouri,SEC,6.0,7.0,True,50695.66666666666,110458144.0,113915145.0
2022,Missouri,SEC,6.0,7.0,True,65599.75,141157028.0,125621128.0
2023,Missouri,SEC,11.0,2.0,True,58904.0,141558287.0,141558286.0
2005,NC State,ACC,7.0,5.0,True,5158.818181818182,35793670.0,37048794.0
2006,NC State,ACC,3.0,9.0,False,55707.25,45836095.0,42463462.0
2007,NC State,ACC,5.0,7.0,False,52535.0,47830440.0,43294143.0
2008,NC State,ACC,6.0,7.0,True,57563.0,45632223.0,43892285.0
2009,NC State,ACC,5.0,7.0,False,0.0,50586947.0,48349169.0
2010,NC State,ACC,9.0,4.0,True,0.0,49459002.0,45880314.0
2011,NC State,ACC,8.0,5.0,True,0.0,51076345.0,50560564.0
2012,NC State,ACC,7.0,6.0,True,48023.66666666666,59757911.0,56332313.0
2013,NC State,ACC,3.0,9.0,False,49976.91666666666,67481639.0,63137393.0
2014,NC State,ACC,8.0,5.0,True,52543.91666666666,70500811.0,63958569.0
2015,NC State,ACC,7.0,6.0,True,47895.833333333336,76834603.0,73074396.0
2016,NC State,ACC,7.0,6.0,True,56954.833333333336,80225029.0,79905724.0
2017,NC State,ACC,9.0,4.0,True,54066.583333333336,83741572.0,86924779.0
2018,NC State,ACC,9.0,4.0,True,53514.16666666666,87976532.0,86756449.0
2019,NC State,ACC,4.0,8.0,False,51028.25,92724548.0,90100025.0
2020,NC State,ACC,8.0,4.0,True,2367.7272727272725,86563197.0,88722096.0
2021,NC State,ACC,9.0,3.0,False,49706.16666666666,78224410.0,78215264.0
2022,NC State,ACC,8.0,5.0,True,55672.75,102387569.0,100991410.0
2023,NC State,ACC,9.0,4.0,True,49825.0,121444506.0,118653089.0
2005,Navy,FBS Independents,8.0,4.0,True,0.0,,
2006,Navy,FBS Independents,9.0,4.0,True,39252.91666666666,,
2007,Navy,FBS Independents,8.0,5.0,True,40842.0,,
2008,Navy,FBS Independents,8.0,5.0,True,38249.66666666666,,
2009,Navy,FBS Independents,10.0,4.0,True,0.0,,
2010,Navy,FBS Independents,9.0,4.0,True,0.0,,
2011,Navy,FBS Independents,5.0,7.0,False,0.0,,
2012,Navy,FBS Independents,8.0,5.0,True,40884.25,,
2013,Navy,FBS Independents,9.0,4.0,True,37501.583333333336,,
