team,year,total_revenue,total_expense
Utah State,2011,22777944,19700480
Utah State,2012,21061242,21565777
Utah State,2013,23684266,24307048
UTEP,2006,23449605,23740388
UTEP,2007,23358129,23207842
UTEP,2008,25269243,25707421
UTEP,2009,25595295,25547680
UTEP,2010,26694008,26614312
UTEP,2011,27694358,27660527
UTEP,2012,27230937,27092238
UTEP,2013,29017848,28964808
UTEP,2014,28645661,28521887
UTEP,2015,29836835,29395257
UTEP,2016,32709050,32510383
UTEP,2017,31781343,32039189
UTEP,2018,32855303,33439133
UTEP,2019,33481654,32980563
UTEP,2020,32172228,32059940
UTEP,2021,30423857,27416563
UTEP,2022,33131210,34370528
UTEP,2023,40707967,35386434
UTEP,2005,21325408,21325403
UTSA,2014,26937994,27175879
UTSA,2015,26807547,26177864
UTSA,2016,27426009,26443958
UTSA,2017,28772631,30104385
UTSA,2018,30368193,31308818
UTSA,2019,33657739,32278508
UTSA,2020,32333272,29952605
UTSA,2021,30361814,29521154
UTSA,2022,38183028,39156362
UTSA,2023,50434434,44922768
UTSA,2013,23807953,24891193
UTSA,2005,7499025,7675714
UTSA,2006,9828305,9271175
UTSA,2007,9987498,9362601
UTSA,2008,10370170,10210111
UTSA,2009,11303479,11244584
UTSA,2010,12981694,12948900
UTSA,2011,16675632,16004767
UTSA,2012,22308205,21223077
Virginia,2005,63060540,59825403
Virginia,2006,52898726,51591398
Virginia,2007,64069968,64852417
Virginia,2008,64396612,65838543
Virginia,2009,67141171,63696905
Virginia,2010,81841633,70870412
Virginia,2011,78439006,72400342
Virginia,2012,80835566,75437849
Virginia,2013,84402710,84201789
Virginia,2014,83697971,87426105
Virginia,2015,91256772,91345925
Virginia,2016,103272319,99801739
Virginia,2017,92865175,100324517
Virginia,2018,106581570,106926915
Virginia,2019,110219117,112621238
Virginia,2020,110283933,111779897
Virginia,2021,105346428,101172838
Virginia,2022,161916231,150584173
Virginia,2023,140937329,138225818
Virginia Tech,2005,45730485,37465129
Virginia Tech,2006,48658004,45311500
Virginia Tech,2007,65602382,56064171
Virginia Tech,2008,64412343,59157745
Virginia Tech,2009,60895876,58920659
Virginia Tech,2010,63613464,55738633
Virginia Tech,2011,66909557,62594797
Virginia Tech,2012,70723748,66970798
Virginia Tech,2013,70030484,66581916
Virginia Tech,2014,73065186,69597779
Virginia Tech,2015,80230095,77679721
Virginia Tech,2016,83702698,84617028
Virginia Tech,2017,87427526,90716423
Virginia Tech,2018,98485395,93588260
Virginia Tech,2019,96772489,93961068
Virginia Tech,2020,99193958,97492220
Virginia Tech,2021,90296622,85587390
Virginia Tech,2022,112690598,117280036
Virginia Tech,2023,129522082,116947347
Washington,2005,43197964,45423346
Washington,2006,52441834,49011005
Washington,2007,59648451,50795299
Washington,2008,60729016,57330671
Washington,2009,54019862,60575780
Washington,2010,64034410,61640598
Washington,2011,70231336,67900835
Washington,2012,82594783,73833643
Washington,2013,85072886,76209927
Washington,2014,100275187,86097137
Washington,2015,103540117,104403253
Washington,2016,107154560,109560972
Washington,2017,128745183,123503513
Washington,2018,130919331,126133008
Washington,2019,133792677,131317636
Washington,2020,137573939,128976495
Washington,2021,83431816,86150595
Washington,2022,145184864,149458923
Washington,2023,151599477,150037375
Washington State,2005,28391053,27873562
Washington State,2006,31928693,29444187
Washington State,2007,34228297,32030273
Washington State,2008,39621060,36495847
Washington State,2009,38293755,38079471
Washington State,2010,39352096,38045842
Washington State,2011,39983482,40617093
Washington State,2012,42729548,47962255
Washington State,2013,47191240,52126124
Washington State,2014,54426818,68141258
Washington State,2015,54112604,67386939
Washington State,2016,58753266,71688623
Washington State,2017,64294520,71801820
Washington State,2018,65117715,73775035
Washington State,2019,71691339,76258966
Washington State,2020,74741186,77271930
Washington State,2021,40089718,65002028
Washington State,2022,85028825,83691991
Washington State,2023,78981224,90909237
West Virginia,2013,77706698,73501593
West Virginia,2014,77626819,76618251
West Virginia,2015,90523565,87265473
West Virginia,2016,105140368,85900652
West Virginia,2017,110565870,89196193
West Virginia,2018,102684423,91807281
West Virginia,2019,102680928,98249890
West Virginia,2020,86869104,90208214
West Virginia,2021,72982006,64814692
West Virginia,2022,105193311,97067706
West Virginia,2023,105960843,103142400
West Virginia,2005,33541339,35853722
West Virginia,2006,49917536,39160670
West Virginia,2007,46970708,42720691
West Virginia,2008,54262716,49052709
West Virginia,2009,55658165,53368035
West Virginia,2010,62030104,56607917
West Virginia,2011,60451426,61709469
West Virginia,2012,80064869,92968960
Western Kentucky,2015,30212548,30212548
Western Kentucky,2016,29456758,29456758
Western Kentucky,2017,30439066,30439067
Western Kentucky,2018,30595026,30595027
Western Kentucky,2019,30770123,30770123
Western Kentucky,2020,31531023,31531023
Western Kentucky,2021,28866023,28866023
Western Kentucky,2022,35142710,35142710
Western Kentucky,2023,40380458,40380458
Western Kentucky,2008,19957909,19957909
Western Kentucky,2009,22322317,22322317
Western Kentucky,2010,23243348,23243348
Western Kentucky,2011,22269484,22269484
Western Kentucky,2012,25770262,25770262
Western Kentucky,2013,27606401,27607401
Western Kentucky,2014,27716031,27716031
Western Kentucky,2005,14577734,14577734
Western Kentucky,2006,16081045,16081045
Western Kentucky,2007,17208710,17208710
Western Michigan,2005,19635621,19611155
Western Michigan,2006,21023575,20962318
Western Michigan,2007,21011544,21271146
Western Michigan,2008,21990723,21635009
Western Michigan,2009,23051148,24545495
Western Michigan,2010,23761393,23233399
Western Michigan,2011,25627752,25410420
Western Michigan,2012,27899949,27817159
Western Michigan,2013,28624348,28630285
Western Michigan,2014,28927072,30113764
Western Michigan,2015,34698711,33255611
Western Michigan,2016,37650232,37643168
Western Michigan,2017,38516531,38271134
Western Michigan,2018,36223080,37925540
Western Michigan,2019,38492604,38997076
Western Michigan,2020,33195174,35166128
Western Michigan,2021,26813945,26924574
Western Michigan,2022,39162014,34422527
Western Michigan,2023,41215879,41235356
Wisconsin,2005,75814556,75719048
Wisconsin,2006,78948241,78845355
Wisconsin,2007,84312381,83134641
Wisconsin,2008,95118124,93008125
Wisconsin,2009,91806135,89643069
Wisconsin,2010,96038912,92259330
Wisconsin,2011,96288191,95623345
Wisconsin,2012,103803040,102275206
Wisconsin,2013,149141405,146659187
Wisconsin,2014,127910918,125096235
Wisconsin,2015,123895543,118691112
Wisconsin,2016,132788726,130433373
Wisconsin,2017,143420668,142930591
Wisconsin,2018,151966795,149798158
Wisconsin,2019,157660107,154621828
Wisconsin,2020,148198907,149196055
Wisconsin,2021,106916838,127088011
Wisconsin,2022,150100977,147807183
Wisconsin,2023,197723038,194020289
Wyoming,2005,21445005,20924672
Wyoming,2006,21187320,22292557
Wyoming,2007,23420960,23937954
Wyoming,2008,24547609,24876915
Wyoming,2009,26534233,26611238
Wyoming,2010,26979594,26524851
Wyoming,2011,27577001,27800441
Wyoming,2012,30266873,30476152
Wyoming,2013,29647103,29731941
Wyoming,2014,32336367,32966973
Wyoming,2015,35260511,33364169
Wyoming,2016,36878369,37221003
Wyoming,2017,40372222,38669544
Wyoming,2018,44910641,43005108
Wyoming,2019,47046852,48154020
Wyoming,2020,44543915,45057916
Wyoming,2021,42487812,40117057
Wyoming,2022,50255884,47146999
Wyoming,2023,50083847,48300019
